AnnotationAccession,SeqID,Plasmid_Length,Genus,Kingdom,Annotation,isolation_source
GCF_013743295.1_ASM1374329v1,NZ_CP056745.1,4853,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_030039395.1_ASM3003939v1,NZ_CP124409.1,4087,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_016066025.1_ASM1606602v1,NZ_CP065830.1,3303,Klebsiella,Bacteria,Humans,urine
GCF_016903115.1_ASM1690311v1,NZ_CP069830.1,5167,Klebsiella,Bacteria,Humans,
GCF_904863255.1_MINF_9A,NZ_LR890338.1,5167,Escherichia,Bacteria,Humans,blood
GCF_013201485.1_ASM1320148v1,NZ_CP053756.1,6015,Shigella,Bacteria,Humans,stool
GCF_001587115.1_ASM158711v1,NZ_CP011831.1,10839,Enterococcus,Bacteria,Humans,
GCF_019703285.1_ASM1970328v1,NZ_AP024812.1,2444,Acinetobacter,Bacteria,Humans,venous blood
GCF_030389835.1_ASM3038983v1,NZ_CP128962.1,4073,Escherichia,Bacteria,Unannotated,
GCF_013743935.1_ASM1374393v1,NZ_CP056753.1,5321,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_020809245.1_ASM2080924v1,NZ_CP083165.1,10657,Bacillus,Bacteria,Human-impacted,Biopesticide XenTari
GCF_029855145.1_ASM2985514v1,NZ_CP123236.1,2112,Escherichia,Bacteria,Humans,blood
GCF_023299565.1_ASM2329956v1,NZ_CP097055.1,4404,Vagococcus,Bacteria,Food,pet food (BARF)
GCF_021655055.1_ASM2165505v1,NZ_AP022933.1,4020,Bacillus,Bacteria,Humans,human blood of bacteremia patient
GCF_904866455.1_MSB1_4E,NZ_LR890697.1,1549,Escherichia,Bacteria,Humans,rectal swab
GCF_902807015.1_15-2067_O99,NZ_LR777657.1,6319,Chlamydiifrater,Bacteria,Livestock,cloacal swab
GCF_013746655.1_ASM1374665v1,NZ_CP056700.1,5551,Escherichia,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_001022155.1_ASM102215v1,NZ_CP011604.1,3223,Citrobacter,Bacteria,Humans,Urine/Genitourinary
GCF_903993035.2_AI2767v1_cp,NZ_OW970458.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_903993145.2_AI2996v1_cp,NZ_OW970498.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_905329885.2_AI2826v1_cpp,NZ_OW967268.1,3576,Citrobacter,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_903993015.2_AI2993v1_cp,NZ_OW970547.1,4167,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_012029975.2_ASM1202997v2,NZ_CP061403.1,3549,Klebsiella,Bacteria,Humans,
GCF_012050385.1_ASM1205038v1,NZ_CP050719.1,7264,Salmonella,Bacteria,Humans,Diarrheal patient
GCF_903993165.2_AI2830v1_cp,NZ_OW970490.1,4715,Klebsiella,Bacteria,Humans,Hospital Universitario Lucus Augusti (Lugo)
GCF_001735655.2_ASM173565v2,NZ_CP025496.1,3269,Staphylococcus,Bacteria,Humans,purulent abscess
GCF_013625265.1_ASM1362526v1,NZ_CP058156.1,2511,Enterobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_028483175.2_ASM2848317v2,NZ_CP116344.2,4207,Neisseria,Bacteria,Humans,urethra
GCF_017639145.1_ASM1763914v1,NZ_CP067306.1,3849,Escherichia,Bacteria,Human-impacted,waste water
GCF_013813205.1_ASM1381320v1,NZ_CP057097.1,5440,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_030036795.1_ASM3003679v1,NZ_CP124505.1,4071,Escherichia,Bacteria,Human-impacted,wastewater
GCF_033970745.1_ASM3397074v1,NZ_CP111096.1,3306,Escherichia,Bacteria,,
GCF_024225755.1_ASM2422575v1,NZ_CP100541.1,2096,Escherichia,Bacteria,Livestock,pooled poultry feces
GCF_025349945.1_ASM2534994v1,NZ_CP104457.1,9838,Raoultella,Bacteria,Human-impacted,wastewater
GCF_016889145.1_ASM1688914v1,NZ_CP069472.1,3125,Staphylococcus,Bacteria,Unannotated,
GCF_029226505.1_ASM2922650v1,NZ_CP118219.1,2155,Klebsiella,Bacteria,,
GCF_014679325.1_ASM1467932v1,NZ_AP023432.1,3555,Escherichia,Bacteria,Humans,urinary catheter
GCF_012052605.1_ASM1205260v1,NZ_CP050775.1,4234,Salmonella,Bacteria,Humans,Diarrheal patient
GCF_013737695.1_ASM1373769v1,NZ_CP056536.1,5586,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_013168035.1_ASM1316803v1,NZ_CP038400.1,6675,Escherichia,Bacteria,Humans,
GCF_021513095.1_ASM2151309v1,NZ_CP091005.1,2216,Staphylococcus,Bacteria,Humans,
GCF_013201485.1_ASM1320148v1,NZ_CP053758.1,5114,Shigella,Bacteria,Humans,stool
GCF_000299455.1_ASM29945v1,NC_018660.1,1549,Escherichia,Bacteria,Humans,
GCF_013168055.1_ASM1316805v1,NZ_CP038403.1,6675,Escherichia,Bacteria,Livestock,cattle feces
GCF_013713585.1_ASM1371358v1,NZ_CP055809.1,4103,Escherichia,Bacteria,,
GCF_030295525.1_ASM3029552v1,NZ_AP027214.1,15094,Escherichia,Bacteria,Humans,feces
GCF_024918015.1_ASM2491801v1,NZ_CP103525.1,5167,Escherichia,Bacteria,Humans,blood draw same patient as MB9267
GCF_002589795.1_ASM258979v1,NZ_CP023902.1,2101,Escherichia,Bacteria,Humans,Rectal
GCF_905071835.1_MSB1_4I,NZ_LR898882.1,4082,Escherichia,Bacteria,Humans,rectal swab
GCF_022591735.1_ASM2259173v1,NZ_CP093262.1,2683,Moellerella,Bacteria,Food,Food: Wild boar meat
GCF_019380275.1_ASM1938027v1,NZ_CP048932.1,4207,Neisseria,Bacteria,Humans,urethra
GCF_029718025.1_ASM2971802v1,NZ_CP099363.1,1552,Escherichia,Bacteria,Earth,Pooled sediment sample collected from floor of pig farm
GCF_020097075.1_ASM2009707v1,NZ_CP083601.1,2566,Macrococcus,Bacteria,Livestock,skin of a pig
GCF_013611495.1_ASM1361149v1,NZ_CP055515.1,2927,Klebsiella,Bacteria,Human-impacted,Wastewater effluent sample
GCF_946404965.1_SJC1062,NZ_OX291477.1,4095,Serratia,Bacteria,,
GCF_013739755.1_ASM1373975v1,NZ_CP056403.1,2925,Citrobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_016454345.1_ASM1645434v1,NZ_CP051375.1,3605,Salmonella,Bacteria,Livestock,bovine
GCF_023205595.1_ASM2320559v1,NZ_CP050933.1,4207,Neisseria,Bacteria,Humans,Urethral discharge
GCF_023299625.1_ASM2329962v1,NZ_CP097041.1,3114,Enterococcus,Bacteria,Food,pet food (BARF)
GCF_904865655.1_MSB1_8B,NZ_LR890541.1,1459,Escherichia,Bacteria,Humans,rectal swab
GCF_017639105.1_ASM1763910v1,NZ_CP067272.1,4183,Escherichia,Bacteria,Human-impacted,waste water
GCF_019048625.1_ASM1904862v1,NZ_CP077393.1,4995,Enterobacter,Bacteria,Unannotated,
GCF_013742375.1_ASM1374237v1,NZ_CP056733.1,5259,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_003325255.1_ASM332525v1,NZ_CP030227.1,4096,Salmonella,Bacteria,Unannotated,
GCF_001022155.1_ASM102215v1,NZ_CP011603.1,1916,Citrobacter,Bacteria,Humans,Urine/Genitourinary
GCF_010365385.1_ASM1036538v1,NZ_CP048342.1,5164,Escherichia,Bacteria,Unannotated,environment
GCF_016629545.1_ASM1662954v1,NZ_AP024274.1,11614,Thermus,Bacteria,Earth,hot spring water
GCF_016889105.1_ASM1688910v1,NZ_CP069457.1,5251,Escherichia,Bacteria,Humans,
GCF_033098885.1_ASM3309888v1,NZ_CP135962.1,1552,Escherichia,Bacteria,,
GCF_016903975.1_ASM1690397v1,NZ_CP070023.1,5450,Klebsiella,Bacteria,Humans,
GCF_000832985.1_ASM83298v1,NZ_CP009917.1,2048,Priestia,Bacteria,Earth,environmental sample
GCF_008931325.1_ASM893132v1,NZ_CP042570.1,3223,Enterobacter,Bacteria,Humans,clinical sample
GCF_028335185.1_ASM2833518v1,NZ_CP116513.1,5423,Enterococcus,Bacteria,Livestock,fecal sample
GCF_025732095.1_ASM2573209v1,NZ_CP107033.1,11194,Acinetobacter,Bacteria,,
GCF_013707135.1_ASM1370713v1,NZ_CP055356.1,4162,Enterobacter,Bacteria,,
GCF_004768525.1_ASM476852v1,NZ_CP038627.1,15977,Arsenophonus,Bacteria,Animals,whole insect
GCF_016903915.1_ASM1690391v1,NZ_CP070005.1,4760,Escherichia,Bacteria,Humans,
GCF_013737695.1_ASM1373769v1,NZ_CP056534.1,6995,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_011290675.2_ASM1129067v2,NZ_CP069819.1,3852,Raoultella,Bacteria,Unannotated,
GCF_013341455.1_ASM1334145v1,NZ_CP054443.1,2276,Staphylococcus,Bacteria,Humans,urine specimens
GCF_001456135.1_ASM145613v1,NZ_CP013321.1,3741,Klebsiella,Bacteria,Humans,Respiratory
GCF_013813205.1_ASM1381320v1,NZ_CP057095.1,6669,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_011058675.1_ASM1105867v1,NZ_CP043874.1,4207,Neisseria,Bacteria,Humans,Urethral discharge
GCF_903993065.2_AI3007v1_cp,NZ_OW970377.1,5838,Klebsiella,Bacteria,Humans,Hospital Universitario Valencia Tres cruces (Valencia)
GCF_016404015.2_ASM1640401v2,NZ_CP075656.1,7684,Escherichia,Bacteria,Humans,stool
GCF_023611785.1_ASM2361178v1,NZ_CP048256.1,5111,Neisseria,Bacteria,Humans,urethra
GCF_001690035.1_ASM169003v1,NZ_CP016513.1,6647,Salmonella,Bacteria,Food,Food
GCF_013624375.1_ASM1362437v1,NZ_CP058125.1,5087,Klebsiella,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_013714535.1_ASM1371453v1,NZ_CP055856.1,4664,Escherichia,Bacteria,,
GCF_024918275.1_ASM2491827v1,NZ_CP103632.1,1601,Escherichia,Bacteria,Humans,blood
GCF_905329835.2_AI2821v1_cpp,NZ_OW967180.1,2941,Escherichia,Bacteria,Humans,Hospital Universitario La Paz (Madrid)
GCF_023757925.1_ASM2375792v1,NZ_CP092457.1,4275,Acinetobacter,Bacteria,Human-impacted,Activated sludge from wastewater treatment plants
GCF_013743295.1_ASM1374329v1,NZ_CP056744.1,5321,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_017638985.1_ASM1763898v1,NZ_CP067240.1,2295,Escherichia,Bacteria,Water,surface water
GCF_021655575.1_ASM2165557v1,NZ_AP025199.1,3876,Helicobacter,Bacteria,Animals,
GCF_947539765.1_AMBF275_2_hybrid,NZ_OX443578.1,8454,Lactiplantibacillus,Bacteria,,
GCF_022170805.1_ASM2217080v1,NZ_CP081877.1,1764,Bacillus,Bacteria,Earth,soil
GCF_905071865.1_MSB1_1D,NZ_LR898873.1,1552,Escherichia,Bacteria,Humans,rectal swab
GCF_013591455.1_ASM1359145v1,NZ_CP055606.1,3840,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_009892305.1_ASM989230v1,NZ_CP031989.1,12769,Acinetobacter,Bacteria,Humans,Blood culture
GCF_016404165.2_ASM1640416v2,NZ_CP075859.1,3606,Escherichia,Bacteria,Humans,stool
GCF_013168015.1_ASM1316801v1,NZ_CP038396.1,6888,Escherichia,Bacteria,Humans,
GCF_013743935.1_ASM1374393v1,NZ_CP056755.1,4783,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_013167815.1_ASM1316781v1,NZ_CP038377.1,7324,Escherichia,Bacteria,Food,beef
GCF_018798845.1_ASM1879884v1,NZ_CP076347.1,2113,Escherichia,Bacteria,Water,river water
GCF_000835235.1_ASM83523v1,NZ_CP010011.1,7635,Bacillus,Bacteria,,
GCF_003111725.1_ASM311172v1,NZ_CP029165.1,2495,Staphylococcus,Bacteria,Humans,Vet Hospital
GCF_013743755.1_ASM1374375v1,NZ_CP056749.1,4783,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_013899845.1_ASM1389984v1,NZ_CP057920.1,2064,Escherichia,Bacteria,Livestock,Pooled sheep faecal samples collected from floor of farm
GCF_032382315.1_ASM3238231v1,NZ_CP135677.1,5310,Escherichia,Bacteria,,
GCF_001518775.1_ASM151877v1,NZ_CP013968.1,6163,Aeromonas,Bacteria,Animals,
GCF_002752815.1_ASM275281v1,NZ_CP024488.1,2723,Klebsiella,Bacteria,Unannotated,
GCF_013708455.1_ASM1370845v1,NZ_CP055408.1,4096,Enterobacter,Bacteria,,
GCF_021655295.1_ASM2165529v1,NZ_AP022985.1,4697,Bacillus,Bacteria,Humans,human blood of bacteremia patient
GCF_009720445.1_ASM972044v1,NZ_CP041950.1,5386,Klebsiella,Bacteria,Humans,urine
GCF_024918895.1_ASM2491889v1,NZ_CP103761.1,3173,Escherichia,Bacteria,Humans,blood
GCF_003193685.1_ASM319368v1,NZ_CP029668.1,3125,Staphylococcus,Bacteria,Unannotated,
GCF_016027695.1_ASM1602769v1,NZ_CP065694.1,4783,Enterobacter,Bacteria,Unannotated,
GCF_008931645.1_ASM893164v1,NZ_CP042555.1,2511,Enterobacter,Bacteria,Humans,clinical sample
GCF_001602115.1_ASM160211v1,NZ_CP014353.1,2365,Acidipropionibacterium,Bacteria,Plants,Corn
GCF_016066475.1_ASM1606647v1,NZ_CP065837.1,3550,Klebsiella,Bacteria,Humans,urine
GCF_017639065.1_ASM1763906v1,NZ_CP067260.1,3005,Klebsiella,Bacteria,Food,imported food: chilli pepper
GCF_028898905.1_ASM2889890v1,NZ_CP118571.1,5194,Enterobacter,Bacteria,Humans,blood
GCF_905338045.2_AI3057v1_cp,NZ_OW969908.1,7622,Citrobacter,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_001874505.1_ASM187450v1,NZ_CP011658.1,3223,Enterobacter,Bacteria,Humans,Perirectal
GCF_011058655.1_ASM1105865v1,NZ_CP043819.1,4207,Neisseria,Bacteria,Humans,Urethral swab
GCF_019048225.1_ASM1904822v1,NZ_CP077307.1,5594,Acinetobacter,Bacteria,Unannotated,
GCF_017639165.1_ASM1763916v1,NZ_CP067317.1,3223,Escherichia,Bacteria,Human-impacted,waste water
GCF_009905135.1_ASM990513v1,NZ_CP047581.1,6647,Escherichia,Bacteria,Humans,feces
GCF_013591455.1_ASM1359145v1,NZ_CP055607.1,1552,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_004768645.1_ASM476864v1,NZ_CP038598.1,4448,Salmonella,Bacteria,Humans,
GCF_013811845.1_ASM1381184v1,NZ_CP057070.1,4225,Klebsiella,Bacteria,Livestock,Pooled cattle faecal samples collected from floor of farm
GCF_013813205.1_ASM1381320v1,NZ_CP057096.1,5603,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_009729995.1_ASM972999v1,NZ_CP046290.1,2557,Shigella,Bacteria,Humans,clinical isolate
GCF_024599955.1_ASM2459995v1,NZ_CP102302.1,1797,Clostridium,Bacteria,Livestock,fecal sample
GCF_013735155.1_ASM1373515v1,NZ_CP056391.1,2173,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_905232425.2_AI2616v1_cp,NZ_OW849113.1,3223,Serratia,Bacteria,,
GCF_029873495.1_ASM2987349v1,NZ_CP123517.1,9600,Arsenophonus,Bacteria,Animals,whole pupae
GCF_020702585.2_ASM2070258v2,NZ_CP099498.1,2360,Staphylococcus,Bacteria,Livestock,nasal cavity
GCF_013732895.1_ASM1373289v1,NZ_CP056164.1,3852,Escherichia,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_000299475.1_ASM29947v1,NC_018663.1,1549,Escherichia,Bacteria,Humans,
GCF_016629585.1_ASM1662958v1,NZ_AP024178.1,5783,Klebsiella,Bacteria,Unannotated,
GCF_024918295.1_ASM2491829v1,NZ_CP103649.1,4767,Escherichia,Bacteria,Humans,blood
GCF_016726285.1_ASM1672628v1,NZ_CP068094.1,4028,Shigella,Bacteria,Unannotated,
GCF_029873495.1_ASM2987349v1,NZ_CP123519.1,7869,Arsenophonus,Bacteria,Animals,whole pupae
GCF_002442535.1_ASM244253v1,NZ_CP023650.1,5153,Shigella,Bacteria,Humans,
GCF_003812845.1_ASM381284v1,NZ_CP033825.1,3897,Klebsiella,Bacteria,Humans,Endotracheal aspirate
GCF_013796485.1_ASM1379648v1,NZ_CP056886.1,4512,Klebsiella,Bacteria,Human-impacted,Wastewater influent sample
GCF_002753035.1_ASM275303v1,NZ_CP024518.1,4064,Klebsiella,Bacteria,Unannotated,
GCF_024918135.1_ASM2491813v1,NZ_CP103478.1,1458,Escherichia,Bacteria,Humans,blood
GCF_027886545.1_ASM2788654v1,NZ_CP115699.1,3815,Enterobacter,Bacteria,Humans,urine
GCF_013714825.1_ASM1371482v1,NZ_CP055867.1,1552,Escherichia,Bacteria,,
GCF_903993225.2_AN2352v1_cp,NZ_OW970434.1,4715,Klebsiella,Bacteria,,
GCF_001441245.1_ASM144124v1,NZ_CP012933.1,3319,Salmonella,Bacteria,Food,turkey meat
GCF_003812145.1_ASM381214v1,NZ_CP033806.1,1144,Enterobacter,Bacteria,Humans,Rectal swab
GCF_013707575.1_ASM1370757v1,NZ_CP055372.1,5553,Klebsiella,Bacteria,,
GCF_013612875.1_ASM1361287v1,NZ_CP055541.1,6449,Citrobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_002589795.1_ASM258979v1,NZ_CP023901.1,1552,Escherichia,Bacteria,Humans,Rectal
GCF_003324835.1_ASM332483v1,NZ_CP030001.1,4251,Salmonella,Bacteria,Unannotated,
GCF_034356035.1_ASM3435603v1,NZ_CP136424.1,7176,Blautia,Bacteria,,
GCF_013591455.1_ASM1359145v1,NZ_CP055604.1,6647,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_013137915.1_ASM1313791v1,NZ_CP053470.1,5856,Fusobacterium,Bacteria,Humans,oral
GCF_016454725.1_ASM1645472v1,NZ_CP051419.1,3372,Salmonella,Bacteria,Livestock,bovine
GCF_022592275.1_ASM2259227v1,NZ_CP093259.1,2616,Moellerella,Bacteria,Food,Food: Red deer meat
GCF_030389215.1_ASM3038921v1,NZ_CP128886.1,3750,Escherichia,Bacteria,Humans,feces
GCF_013624375.1_ASM1362437v1,NZ_CP058126.1,5010,Klebsiella,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_013713585.1_ASM1371358v1,NZ_CP055810.1,4072,Escherichia,Bacteria,,
GCF_904865795.1_KSB2_10B,NZ_LR890487.1,4064,Klebsiella,Bacteria,Humans,rectal swab
GCF_019703285.1_ASM1970328v1,NZ_AP024813.1,2278,Acinetobacter,Bacteria,Humans,venous blood
GCF_904866195.1_INF327,NZ_LR890574.1,4064,Klebsiella,Bacteria,Humans,urine
GCF_016403625.2_ASM1640362v2,NZ_CP075704.1,11545,Escherichia,Bacteria,Humans,stool
GCF_002753405.1_ASM275340v1,NZ_CP024555.1,3825,Klebsiella,Bacteria,Unannotated,
GCF_015475575.1_ASM1547557v1,NZ_CP055226.1,3125,Staphylococcus,Bacteria,Humans,
GCF_928371855.1_BB1501_assembly_hybrid,NZ_OV753639.1,4494,Klebsiella,Bacteria,Unannotated,
GCF_013796805.1_ASM1379680v1,NZ_CP056892.1,5193,Citrobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_904863255.1_MINF_9A,NZ_LR890341.1,1552,Escherichia,Bacteria,Humans,blood
GCF_013742375.1_ASM1374237v1,NZ_CP056734.1,3813,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_013743295.1_ASM1374329v1,NZ_CP056746.1,4783,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_024917655.1_ASM2491765v1,NZ_CP103766.1,8828,Escherichia,Bacteria,Humans,blood
GCF_016026915.1_ASM1602691v1,NZ_CP065654.1,11858,Staphylococcus,Bacteria,Unannotated,
GCF_024918015.1_ASM2491801v1,NZ_CP103527.1,4074,Escherichia,Bacteria,Humans,blood draw same patient as MB9267
GCF_016026615.1_ASM1602661v1,NZ_CP065746.1,5636,Aeromonas,Bacteria,Unannotated,
GCF_013708455.1_ASM1370845v1,NZ_CP055409.1,3711,Enterobacter,Bacteria,,
GCF_015694085.1_ASM1569408v1,NZ_CP065170.1,3223,Klebsiella,Bacteria,Humans,urine
GCF_013714535.1_ASM1371453v1,NZ_CP055857.1,1552,Escherichia,Bacteria,,
GCF_013782845.1_ASM1378284v1,NZ_CP056215.1,3830,Citrobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_003600645.1_ASM360064v1,NZ_CP032483.1,6670,Yersinia,Bacteria,,
GCF_002753165.1_ASM275316v1,NZ_CP024539.1,4660,Klebsiella,Bacteria,Unannotated,
GCF_013798785.1_ASM1379878v1,NZ_CP056918.1,2064,Escherichia,Bacteria,Livestock,Pooled sheep faecal samples collected from floor of farm
GCF_016903715.1_ASM1690371v1,NZ_CP069942.1,3179,Klebsiella,Bacteria,Humans,
GCF_905311035.2_NRS6096B,NZ_OX419648.1,5389,Bacillus,Bacteria,,
GCF_013624375.1_ASM1362437v1,NZ_CP058124.1,5499,Klebsiella,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_022591735.1_ASM2259173v1,NZ_CP093263.1,1220,Moellerella,Bacteria,Food,Food: Wild boar meat
GCF_001022175.1_ASM102217v1,NZ_CP011619.1,3741,Klebsiella,Bacteria,Humans,Urine
GCF_028553885.1_ASM2855388v1,NZ_CP067177.1,4502,Paracoccus,Bacteria,Earth,isolated from tidal flat sediment
GCF_001655415.1_ASM165541v1,NZ_CP015299.1,7502,Chlamydia,Bacteria,Humans,Patient sample
GCF_003445395.2_ASM344539v2,NZ_CP013283.1,6824,Bacillus,Bacteria,Unannotated,
GCF_013708685.1_ASM1370868v1,NZ_CP055595.1,4934,Klebsiella,Bacteria,,
GCF_021654355.1_ASM2165435v1,NZ_AP025279.1,5220,Aeromonas,Bacteria,Unannotated,
GCF_001183725.2_ASM118372v2,NZ_CP025489.1,3269,Staphylococcus,Bacteria,Humans,Purulent abscess
GCF_023757925.1_ASM2375792v1,NZ_CP092456.1,7232,Acinetobacter,Bacteria,Human-impacted,Activated sludge from wastewater treatment plants
GCF_016025375.1_ASM1602537v1,NZ_CP065565.1,1982,Salmonella,Bacteria,Humans,stool
GCF_013167235.1_ASM1316723v1,NZ_CP038294.1,3171,Escherichia,Bacteria,Livestock,cattle feces
GCF_018986775.1_ASM1898677v1,NZ_CP076717.1,4673,Escherichia,Bacteria,,
GCF_013391325.1_ASM1339132v1,NZ_CP055128.1,2591,Shigella,Bacteria,,
GCF_016903855.1_ASM1690385v1,NZ_CP069983.1,5166,Escherichia,Bacteria,Humans,
GCF_024917635.1_ASM2491763v1,NZ_CP103644.1,2495,Enterobacter,Bacteria,Humans,blood
GCF_013167455.1_ASM1316745v1,NZ_CP038329.1,1538,Escherichia,Bacteria,Livestock,cattle feces
GCF_013624775.1_ASM1362477v1,NZ_CP058137.1,5665,Klebsiella,Bacteria,Human-impacted,Wastewater influent sample
GCF_017639065.1_ASM1763906v1,NZ_CP067259.1,3357,Klebsiella,Bacteria,Food,imported food: chilli pepper
GCF_026194635.2_ASM2619463v2,NZ_CP113447.1,5870,Acinetobacter,Bacteria,Human-impacted,Draining-Matting Conveyor
GCF_029717585.1_ASM2971758v1,NZ_CP099262.1,9294,Klebsiella,Bacteria,Earth,Pooled soil sample collected from floor of cattle farm
GCF_020809365.1_ASM2080936v1,NZ_CP045212.1,9058,Escherichia,Bacteria,Food,Ground beef
GCF_020541025.1_ASM2054102v1,NZ_CP085078.1,4071,Escherichia,Bacteria,Humans,sputum
GCF_030389215.1_ASM3038921v1,NZ_CP128884.1,5631,Escherichia,Bacteria,Humans,feces
GCF_013367795.1_ASM1336779v1,NZ_CP055140.1,1549,Shigella,Bacteria,,
GCF_013713585.1_ASM1371358v1,NZ_CP055811.1,3830,Escherichia,Bacteria,,
GCF_013813425.1_ASM1381342v1,NZ_CP057102.1,6647,Escherichia,Bacteria,Livestock,Pooled pig faecal samples collected from floor of farm
GCF_019930865.1_ASM1993086v1,NZ_CP082877.1,3302,Campylobacter,Bacteria,Unannotated,
GCF_029873555.1_ASM2987355v1,NZ_CP123577.1,3641,Arsenophonus,Bacteria,Animals,whole pupae
GCF_026016165.1_ASM2601616v1,NZ_CP110403.1,2089,Shigella,Bacteria,Humans,
GCF_022220405.1_ASM2222040v1,NZ_CP092046.1,4307,Enterobacter,Bacteria,Water,river water
GCF_030037615.1_ASM3003761v1,NZ_CP124470.1,4287,Escherichia,Bacteria,Human-impacted,wastewater
GCF_003855135.1_ASM385513v1,NZ_CP034065.1,2551,Shigella,Bacteria,Humans,Stool
GCF_002636375.1_ASM263637v1,NZ_CP023930.1,4166,Klebsiella,Bacteria,,
GCF_904863295.1_KSB2_2B,NZ_LR890346.1,4064,Klebsiella,Bacteria,Humans,rectal swab
GCF_019086825.1_ASM1908682v1,NZ_CP074706.1,8909,Escherichia,Bacteria,Humans,rectal swab
GCF_013724985.1_ASM1372498v1,NZ_CP056231.1,3079,Citrobacter,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_004768625.1_ASM476862v1,NZ_CP038607.1,2244,Salmonella,Bacteria,Food,food
GCF_019048725.1_ASM1904872v1,NZ_CP077400.1,6925,Aeromonas,Bacteria,Unannotated,
GCF_013391325.1_ASM1339132v1,NZ_CP055126.1,2783,Shigella,Bacteria,,
GCF_016452085.1_ASM1645208v1,NZ_CP051321.1,9588,Salmonella,Bacteria,Livestock,turkey
GCF_001441245.1_ASM144124v1,NZ_CP012934.1,3372,Salmonella,Bacteria,Food,turkey meat
GCF_013734035.1_ASM1373403v1,NZ_CP056376.1,5783,Klebsiella,Bacteria,Human-impacted,Wastewater influent sample
GCF_016904275.1_ASM1690427v1,NZ_CP070085.1,5585,Klebsiella,Bacteria,Humans,
GCF_905219315.2_AI2721v1_cp,NZ_OW849068.1,1565,Escherichia,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_030389775.1_ASM3038977v1,NZ_CP128956.1,6560,Escherichia,Bacteria,Unannotated,
GCF_021484865.1_ASM2148486v1,NZ_CP090577.1,8446,Staphylococcus,Bacteria,Humans,
GCF_905338045.2_AI3057v1_cp,NZ_OW969906.1,43157,Citrobacter,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_019355995.1_ASM1935599v1,NZ_CP079902.1,3064,Acinetobacter,Bacteria,,
GCF_001022015.1_ASM102201v1,NZ_CP011569.1,3223,Enterobacter,Bacteria,Humans,Urine/Genitourinary
GCF_013714825.1_ASM1371482v1,NZ_CP055866.1,4664,Escherichia,Bacteria,,
