Node,Community,PIRACopyNumber,Plasmid_Length,Total_Chromosome_Length
NZ_CP128904.1,0,398.7441094,2255,5074617
NZ_CP083132.1,3,2.210112028,43822,5427105
NZ_CP080014.1,85,2.214950745,135893,2101508
NZ_CP079970.1,85,2.890992396,121812,2101511
NZ_CP079956.1,85,3.487783505,135884,2101682
NZ_CP079207.1,7,9.469177228,16663,2500140
NZ_OX458334.1,86,2.216488024,25724,4869648
NZ_CP048434.1,86,2.306748728,23044,2428218
NZ_CP117204.1,3,3.847844093,43879,2780286
NZ_CP010068.1,13,3.445944738,12763,4742580
NZ_CP056722.1,13,14.15047752,15144,4939254
NZ_CP056195.1,13,20.20937024,14959,5185437
NZ_CP056646.1,13,20.94355276,15777,4936735
NZ_CP099348.1,13,38.93665832,7680,4884850
NZ_CP099347.1,13,44.89201062,11780,4884850
NZ_CP009833.1,6,2.233935845,10072,4605437
NZ_CP009936.1,6,7.145697678,9282,4501786
NZ_CP010020.1,6,10.15536348,9606,4607660
NZ_CP118216.1,13,14.30962606,5197,6079320
NZ_CP104456.1,2,17.21980839,13466,5775339
NZ_OW967521.1,2,19.25582219,10058,6034991
NZ_CP121572.1,15,4.169247864,12910,3947776
NZ_CP032272.1,15,9.74198074,12457,3630637
NZ_LR890585.1,20,7.500379888,5921,5267448
NZ_LR890297.1,20,11.24905238,5585,5252324
NZ_CP056832.1,20,12.0407722,5733,5345158
NZ_CP056377.1,20,15.79092049,5525,5306794
NZ_CP100496.1,1,2.248141616,19064,4712132
NC_013531.1,83,2.554295008,88604,3742776
NC_014824.1,87,2.259164144,420706,3685408
NC_014825.1,87,2.30128885,352646,3685408
NZ_CP029625.1,88,2.264565944,106771,7745357
NZ_CP051009.1,88,6.620681585,86413,8721740
NZ_CP092455.1,1,7.286223278,37296,4033914
NZ_CP038596.1,1,8.413307889,27788,4633429
NZ_CP058135.1,15,15.59473699,16582,5321589
NZ_CP045152.1,1,6.812954281,33990,4546217
NZ_CP045261.1,1,13.00878005,33968,4635506
NZ_CP054576.1,7,3.874598782,41251,2601138
NZ_CP058643.1,1,2.283131283,112887,6783648
NZ_CP024585.1,20,2.286348959,9720,4180106
NZ_CP026402.1,13,3.34464662,13542,5277702
NZ_CP103581.1,20,5.995551004,5466,5269796
NZ_CP116175.1,13,6.735275873,1985,4804285
NZ_CP096194.1,20,11.67759982,4854,4740531
NZ_CP056740.1,13,18.4760152,13542,5094430
NZ_CP020504.1,13,24.55003075,13878,5356402
NZ_CP033801.1,13,12.24734807,6912,4879214
NZ_CP055586.1,13,32.16414822,12351,5023392
NZ_CP069579.1,3,4.602100569,4654,4805734
NZ_CP072966.1,3,5.920223589,3223,4838055
NZ_CP075857.1,3,8.287423978,5631,5137408
NZ_CP070184.1,3,8.728183205,4981,5343616
NZ_OX291749.1,3,9.74215574,3223,5479295
NZ_CP024494.1,3,9.894895503,3223,5583461
NZ_OX291479.1,3,10.34523872,3223,5479768
NZ_LR890379.1,3,11.22094574,3223,5355089
NZ_LR890420.1,3,11.30519148,3223,5358293
NZ_OX291589.1,3,11.56447877,3223,5433196
NZ_CP024487.1,3,12.03127523,3223,5356173
NZ_LR890372.1,3,12.59072905,3223,5359358
NZ_CP024503.1,3,12.6712816,3223,5234963
NZ_CP051421.1,3,12.68188984,8496,4722156
NZ_OX291799.1,3,12.69794975,3223,5433114
NZ_LR890488.1,3,13.91587749,3223,5228900
NZ_OX291774.1,3,14.35207069,3223,5433069
NZ_CP042539.1,3,14.40098514,3223,5070767
NZ_OX291473.1,3,14.60191975,3223,5433491
NZ_LR890684.1,3,14.76647737,3223,5356154
NZ_CP056971.1,3,15.14970903,7424,4690654
NZ_LR890197.1,3,15.98167192,3223,5230102
NZ_OX291708.1,3,16.28997863,3223,5433688
NZ_LR890347.1,3,16.31881971,3223,5245448
NZ_CP023892.1,3,16.4301684,2711,5633990
NZ_CP044112.1,3,16.88828623,3223,6114383
NZ_CP024514.1,3,16.90277088,3223,5228889
NZ_LR890496.1,3,16.94000222,3223,5231789
NZ_CP024519.1,3,17.10630426,3223,5228900
NZ_OX291531.1,3,17.1205,3223,5432976
NZ_CP118218.1,3,17.84442798,3223,6079320
NZ_LR890383.1,3,17.97212461,3223,5460439
NZ_CP070129.1,3,18.40443942,4992,4982306
NZ_LR890575.1,3,18.57988641,3223,5228889
NZ_CP056964.1,3,19.01155603,7424,4690654
NZ_OW849161.1,3,19.06161021,3223,5429141
NZ_CP070002.1,3,19.54762229,5631,5171181
NZ_CP069835.1,3,19.86619939,4981,5317588
NZ_CP038599.1,3,21.16845057,3223,4633429
NZ_CP049854.1,3,21.75590411,5631,4993321
NZ_CP042529.1,3,23.05361221,3223,5088693
NZ_OX291539.1,3,23.42068251,3223,5432891
NZ_CP042544.1,3,24.3448898,3223,4719578
NZ_OW849496.1,3,25.16871708,3223,5480730
NZ_LR890386.1,3,25.3275094,3223,5227693
NZ_CP042570.1,3,26.84765892,3223,4714649
NZ_CP067317.1,3,28.09215952,3223,4631526
NZ_OW849113.1,3,28.40394875,3223,5186317
NZ_CP065170.1,3,29.68697582,3223,5356183
NZ_CP069942.1,3,29.87881035,3179,5830739
NZ_CP011569.1,3,31.59953073,3223,4879702
NZ_LR890725.1,3,35.25302855,3223,5230117
NZ_CP055343.1,3,48.80887628,2542,5051597
NZ_CP011652.1,3,89.06356964,3223,5029496
NZ_CP055549.1,3,90.37554421,2566,5026008
NZ_CP039316.1,3,94.18008457,3223,5191789
NZ_CP039309.1,3,112.1576413,3223,5154368
NZ_LR890393.1,3,132.0052708,3223,5228933
NZ_LR890233.1,3,199.7237771,3223,5226186
NZ_CP051445.1,3,269.0186737,3223,4540181
NZ_CP011637.1,3,373.7046637,3223,5477084
NZ_CP034229.1,13,4.370161597,2676,2187209
NZ_AP022943.1,20,5.922447253,9261,5355432
NZ_CP097848.1,13,18.02507289,4197,2232771
NZ_CP075863.1,0,107.0245612,1549,5137408
NZ_CP065731.1,2,3.859735037,14537,2364555
NZ_CP009918.1,3,5.868763977,10610,5343114
NZ_CP055809.1,3,26.40491939,4103,4759039
NZ_CP069956.1,7,2.9614142,31558,2389129
NZ_CP076819.1,2,3.086437082,13776,3970830
NZ_CP110464.1,2,4.180577446,12952,3983259
NZ_CP015486.1,2,8.965772147,15198,3971435
NZ_CP118103.1,1,3.186812988,62238,5479662
NZ_AP022973.1,3,4.219942435,8227,5329774
NZ_AP022925.1,3,5.388421365,8220,5348515
NZ_AP022954.1,3,5.575313449,8220,5344852
NZ_AP023004.1,3,5.969825729,8230,5358892
NZ_AP022881.1,3,7.001195609,6558,5210826
NZ_AP022998.1,3,8.059326825,8229,5759674
NZ_AP017344.1,2,5.185317206,10369,1575499
NZ_CP039314.1,89,2.373702757,41843,5191789
NZ_CP039306.1,89,2.42696204,41843,5154368
NZ_CP039322.1,89,4.839135577,41843,5146753
NZ_CP020606.1,2,3.075148383,15218,2428349
NZ_CP026970.1,2,7.70000161,1219,2840018
NZ_CP084821.1,3,2.422118019,4773,5315931
NZ_OD940424.1,1,2.422430857,26996,2761305
NZ_LR890330.1,3,8.89191576,6760,5200778
NZ_CP037878.1,3,16.38967828,6760,4984391
NZ_CP064862.1,2,2.494403991,13805,2625189
NZ_CP040737.1,2,6.522206752,37880,2558218
NZ_CP064762.1,2,7.235231604,13939,2625188
NZ_CP051760.1,2,2.688231189,11304,2435860
NZ_CP084858.1,3,4.76511059,4369,5472677
NZ_AP022993.1,3,8.111784919,4697,5269264
NZ_CP062374.1,3,9.30815305,3566,2696877
NZ_AP022913.1,3,14.02927415,4586,5203820
NZ_OW967971.1,3,17.19172598,3638,5101183
NZ_AP022892.1,3,17.64310677,4697,5250560
NZ_AP022985.1,3,27.79683409,4697,5349609
NZ_CP023882.1,3,33.53916955,2481,5615639
NZ_CP069413.1,3,43.02221509,4697,4835111
NZ_CP026306.1,1,3.455760464,46827,8396100
NZ_CP087615.1,3,2.688612806,11057,5319600
NZ_CP024491.1,3,5.148791569,6657,5583461
NZ_LR890602.1,3,6.033795248,6615,5367150
NZ_CP044044.1,3,6.482676788,7819,5387964
NZ_LR898872.1,3,8.091800709,3838,4557302
NZ_CP070917.1,3,14.22671305,4710,4722363
NZ_CP050867.1,3,50.96608542,7413,4899869
NZ_CP030228.1,3,53.75177316,3428,4739617
NZ_AP026681.1,3,54.9781683,3428,4686981
NZ_CP099322.1,3,55.70256508,3428,4746900
NZ_CP089947.1,3,5.47390359,6938,4874086
NZ_CP033826.1,3,16.71454261,5907,6089457
NZ_CP056438.1,3,42.57695124,5907,5342507
NZ_CP013852.1,2,2.587044716,23278,4051146
NZ_CP014172.1,2,4.630038589,23294,4029015
NZ_CP014221.1,2,6.253060744,23294,3959509
NZ_CP022399.1,2,8.115823278,23294,4036514
NZ_CP084663.1,2,11.28705517,45443,4200680
NZ_CP102901.1,3,2.600612981,5207,5229590
NZ_CP102907.1,3,3.505504052,5207,5227859
NZ_CP135484.1,3,10.4844987,5216,5313174
NZ_CP023911.1,3,14.908835,5204,5344312
NZ_CP075651.1,3,15.8673476,5928,5163918
NZ_CP083635.1,3,16.31978098,4267,5343479
NZ_CP069463.1,3,16.9261671,2365,5048777
NZ_CP083772.1,3,18.1263564,5214,5245214
NZ_CP056171.1,3,81.22943243,5365,4770039
NZ_CP027040.1,3,218.6091509,5234,5426917
NZ_CP103629.1,3,4.907241704,10209,4859834
NZ_AP022966.1,90,2.620879766,48659,5459613
NZ_AP022939.1,90,3.370687156,37829,5355432
NZ_CP020436.2,7,2.622710082,51747,5287334
NZ_CP116097.1,15,2.629288242,6200,4942224
NZ_CP116190.1,15,4.504372379,6200,4906080
NZ_CP049083.1,15,5.565861718,6800,4764184
NZ_CP101297.1,15,5.731474198,6222,5840137
NZ_CP103542.1,15,6.93491916,6200,4741019
NZ_CP103518.1,15,7.094668455,6222,4798027
NZ_CP135695.1,15,7.281047459,6211,4991700
NZ_CP067253.1,15,7.319338824,6200,4803708
NZ_CP128944.1,15,7.90363527,6222,4784280
NZ_CP039841.1,15,8.125233941,6200,5431628
NZ_CP091694.1,15,8.143882055,6222,4858831
NZ_CP069546.1,15,9.519798009,6211,4919415
NZ_CP023872.1,15,10.50152353,6172,4897877
NZ_CP103749.1,15,12.51146489,6200,4896043
NZ_CP103648.1,15,15.19861881,6200,4926657
NC_016862.1,15,15.38410182,8670,4954814
NZ_CP066008.1,15,16.11837186,8688,4878004
NZ_CP038391.1,15,16.86149748,9563,5294183
NZ_CP122335.1,15,36.91990379,8351,5324720
NZ_CP057332.1,15,45.23566771,6790,6051148
NZ_CP099383.1,15,78.20509209,6812,5142013
NZ_CP055707.1,15,97.86442022,6801,4938195
NZ_CP057750.1,15,137.6665529,6801,4936996
NZ_CP037862.1,3,2.63155966,15855,5211009
NZ_CP068193.1,13,8.026320271,7350,3338953
NZ_OW967379.1,3,10.31762996,5413,6005530
NZ_AP022979.1,0,4.119985878,8319,5356715
NZ_AP022972.1,0,4.401296585,8319,5329774
NZ_AP023003.1,0,7.013181811,8319,5358892
NZ_AP022976.1,0,7.620424492,8319,5357266
NZ_AP022876.1,0,9.797332254,8319,5374664
NZ_AP022905.1,0,10.77038729,8319,5367909
NZ_AP022997.1,0,11.85970994,8319,5759674
NZ_CP044988.1,1,2.635281626,17648,3380712
NZ_CP126902.1,30,7.085466562,183415,6322766
NZ_CP087100.1,7,3.232855484,67041,4550103
NZ_CP121582.1,2,9.827814641,22558,4016761
NZ_CP026407.1,91,2.646243303,13512,4801408
NZ_AP028053.1,91,6.993676798,3530,5675557
NZ_CP096193.1,91,7.9650009,4938,4740531
NZ_CP042575.1,91,10.36011605,4921,4841070
NZ_CP115694.1,91,10.52823616,4938,4935101
NZ_CP056709.1,91,10.54531032,4921,4699206
NZ_CP042538.1,91,10.96476698,4938,5070767
NZ_CP042497.1,91,14.19167351,8836,5018104
NZ_CP103671.1,91,14.75549217,4938,5182479
NZ_CP083712.1,91,15.90747106,4938,4711286
NZ_CP042528.1,91,16.61699848,4938,5088693
NZ_CP042543.1,91,16.95307635,4938,4719578
NZ_CP042569.1,91,17.67001709,4938,4714649
NZ_CP033804.1,91,43.24824636,2096,4879214
NZ_CP055570.1,91,77.52638267,3113,5163581
NZ_CP053100.1,2,2.67899247,11302,4005343
NZ_CP087650.1,3,2.69824226,5596,5480728
NZ_CP087668.1,3,3.269751364,5596,5436002
NZ_CP075643.1,3,3.31939193,7768,5076702
NZ_CP087662.1,3,3.787205693,5596,5507967
NZ_CP053020.1,3,3.990242176,5596,5345798
NZ_CP066090.1,3,4.909084178,5601,4721681
NZ_CP097631.1,3,5.112377399,5595,5465659
NZ_CP087627.1,3,5.58538498,5596,5475454
NZ_CP087633.1,3,5.826065247,5596,5413509
NZ_CP087656.1,3,6.902252118,5596,5465558
NZ_CP041378.1,3,7.599385036,5596,5483867
NZ_CP087644.1,3,9.143670121,5596,5473652
NZ_CP087638.1,3,9.883478472,5596,5497181
NZ_CP087610.1,3,14.02569664,5596,5505838
NZ_CP023936.1,3,14.45301925,5596,5460389
NZ_CP048435.1,3,15.58790885,4066,2428218
NZ_CP068093.1,3,18.92896808,5519,4412414
NZ_AP027248.1,3,19.14607972,7769,5072830
NZ_AP027214.1,3,26.46172007,15094,5018637
NZ_CP013968.1,3,27.70760638,6163,5100520
NZ_CP070085.1,3,31.40928757,5585,5442514
NC_014826.1,0,2.70833931,15907,3685408
NZ_CP090583.1,8,2.709026439,48551,5946469
NZ_CP042590.1,3,2.718549968,12602,4726527
NZ_CP103573.1,3,5.860651989,12602,4752362
NZ_CP103517.1,3,7.250185822,12602,4798027
NZ_CP032211.1,3,8.634131287,5861,5280811
NZ_OW968129.1,3,9.22446611,12602,4877427
NZ_OW967980.1,3,11.56944106,12602,4869560
NZ_CP104459.1,3,21.70343019,5065,5775339
NZ_CP026414.1,2,2.738553492,17598,3795065
NZ_CP121593.1,2,5.034856125,14585,3946102
NZ_CP043787.1,2,2.75068503,8919,2573983
NZ_CP069476.1,2,4.52711965,17065,2470062
NZ_CP067015.1,2,12.50402166,7946,2476862
NZ_LR735436.1,2,17.45694805,17639,2533804
NZ_CP123551.1,41,3.852806421,42415,3772510
NZ_CP123511.1,41,3.936838472,40973,3556519
NZ_CP123570.1,41,3.959733352,38308,3773508
NZ_CP123512.1,41,4.358831551,40135,3556519
NZ_CP123510.1,41,4.657102207,41477,3556519
NZ_CP123552.1,41,5.688898726,40814,3772510
NZ_CP123534.1,41,6.576811313,40835,3959650
NZ_CP123569.1,41,8.484151695,40814,3773508
NZ_CP123533.1,41,8.987287465,42581,3959650
NZ_CP090157.1,1,2.769919841,17856,3844352
NZ_CP059544.1,2,6.954204543,11020,3970467
NZ_CP102308.1,2,2.98954081,12326,3293373
NZ_AP022967.1,3,10.65853782,6561,5459613
NZ_CP102309.1,13,2.884768598,12133,3293373
NZ_CP055424.1,13,41.62927414,12871,4978770
NZ_CP055591.1,13,44.2747219,12871,5024564
NZ_CP051454.1,2,17.22918605,9325,4764471
NZ_CP064863.1,2,7.733827746,8881,2625189
NZ_CP080016.1,0,2.905005691,13047,2101508
NZ_CP065661.1,20,5.045004541,1028,2504445
NZ_CP053995.1,20,8.535420165,7300,5271040
NZ_CP053993.1,20,8.779340193,7300,5271029
NZ_CP009604.1,20,12.93547258,7300,5271178
NZ_CP135474.1,20,13.96538164,9297,4917515
NZ_CP009593.1,20,22.86342941,7300,5270991
NZ_CP062810.1,20,67.65687893,2515,7869760
NZ_AP024848.1,15,2.932979335,23921,5442193
NZ_CP058133.1,15,4.8787374,55155,5321589
NZ_CP030330.1,3,2.933481485,6395,4818472
NZ_CP033792.1,3,3.894826148,18888,5277296
NZ_CP125991.1,3,4.112716402,11735,5206453
NZ_CP054229.1,3,4.348927104,6431,4796742
NZ_CP116080.1,3,6.87862061,7939,4958823
NZ_LR890611.1,3,8.963661179,7939,4843422
NZ_CP028323.1,2,9.069200222,12894,5019440
NZ_CP086263.1,3,9.430794822,7939,5268110
NZ_CP128937.1,3,15.31545054,6466,4990655
NZ_CP103707.1,3,15.43926343,7939,4796534
NZ_CP014109.1,2,8.026284941,7518,4829687
NZ_CP104457.1,8,26.20391751,9838,5775339
NZ_CP069955.1,7,2.977144704,27970,2389129
NZ_CP104089.1,2,2.97986107,25244,3206682
NZ_CP026971.1,2,3.254937583,1641,2840018
NZ_CP102310.1,2,6.236978489,11802,3293373
NZ_CP033859.1,2,7.882777874,16832,3926001
NZ_CP033752.1,2,4.167476653,13195,3803345
NZ_CP068191.1,2,9.585121051,14375,3338953
NZ_CP069407.1,0,3.030362529,9349,4835111
NZ_CP069408.1,0,3.231563808,8381,4835111
NZ_CP125993.1,0,7.179894897,12239,5352352
NZ_CP069511.1,0,6.014220616,1295,2092164
NZ_CP069986.1,0,9.833866295,2544,5058969
NZ_CP116132.1,0,12.9677391,4396,5018128
NZ_AP023330.1,0,13.39372009,2685,3743357
NZ_CP069984.1,0,13.78248035,2042,5058969
NZ_CP071105.1,3,14.87775092,4265,2665983
NZ_CP009634.1,3,16.1099734,4898,5342933
NZ_LT900343.1,0,16.49533394,2687,2704625
NZ_CP116141.1,0,16.7358243,4396,5018137
NZ_CP056681.1,0,21.82373291,1329,5032884
NZ_OW970435.1,0,23.86422313,2674,5363534
NZ_CP053968.1,3,38.08219643,4688,5342923
NZ_CP036411.1,0,40.04915005,4904,3105849
NZ_LR890339.1,0,43.63159737,4237,5121811
NZ_AP026072.1,0,54.12982417,2872,4314826
NZ_CP099337.1,0,68.42844634,2345,4483451
NZ_CP070927.1,0,79.95208241,4237,4790484
NZ_CP049235.1,0,85.0275841,1358,1943962
NZ_CP023652.1,0,127.3461513,4238,4813450
NZ_CP065835.1,2,3.036059133,5542,5106763
NZ_CP032007.1,2,3.347994971,5924,3493479
NZ_CP054298.1,2,3.505694988,8828,4988401
NZ_CP092459.1,2,5.746620195,8828,5141049
NZ_CP053967.1,2,6.796918313,9797,5342923
NZ_CP009635.1,2,7.672015578,9797,5342933
NZ_CP083098.1,2,8.236192806,9463,5713893
NZ_CP028015.2,2,9.301130596,13910,5945656
NZ_CP090158.1,2,9.781066563,7131,3844352
NZ_CP083166.1,2,12.842363,9463,5656085
NZ_CP083787.1,2,15.64094526,5542,5222528
NZ_CP103766.1,2,29.59327271,8828,5116939
NZ_CP103733.1,2,47.61868032,9656,5460489
NZ_LR890668.1,2,79.14095462,5542,5318175
NZ_CP085950.1,2,39.29262876,5457,1837149
NZ_CP050932.1,2,39.69680453,5600,2218825
NZ_CP043818.1,2,46.59356251,5600,2218831
NZ_CP043873.1,2,58.95344959,5600,2218879
NZ_CP043814.1,2,63.36114834,5600,2218679
NZ_CP010010.1,92,3.098641141,14889,5675189
NZ_CP083109.1,92,6.267836474,14889,5674619
NZ_CP083123.1,92,7.673019455,14889,5676138
NZ_AP022882.1,92,7.80472543,5289,5210826
NZ_CP083133.1,92,8.925084025,14853,5427105
NZ_CP010009.1,92,10.17515121,8279,5675189
NZ_CP083112.1,92,10.74918068,8279,5674619
NZ_CP083154.1,92,11.76796582,8538,5705790
NZ_CP083125.1,92,13.91713684,8279,5676138
NZ_CP083167.1,92,39.18984306,8240,5656085
NZ_CP068030.1,0,3.09925228,19923,2332643
NZ_CP064865.1,0,13.00977939,3699,2625189
NZ_CP064764.1,0,16.85955214,3699,2625188
NZ_CP056345.1,1,14.30974654,23162,5331005
NZ_CP067178.1,65,51.29383741,2926,3089821
NZ_CP068081.1,1,3.121133927,41487,2615100
NZ_CP084795.1,3,3.144090655,7876,5456874
NZ_CP056741.1,3,14.33218724,7693,5094430
NZ_CP055595.1,3,30.03846269,4934,5248800
NZ_CP055592.1,3,58.26382064,7536,5024564
NZ_CP056188.1,3,65.56204107,5029,5217381
NZ_CP058166.1,1,38.05209562,9923,4711550
NZ_CP033733.1,3,4.367352795,4439,2220494
NZ_CP043393.1,3,5.184473838,4439,2879031
NZ_CP043387.1,3,6.39779258,4439,2879031
NZ_CP054447.1,3,11.07853319,4439,2553871
NZ_CP068480.1,3,12.2907673,5377,2542065
NZ_CP043390.1,3,18.13201406,4439,2879031
NZ_CP068062.1,3,22.10864279,4440,2539090
NZ_CP065654.1,3,29.60170717,11858,2504445
NZ_CP117243.1,3,43.77612297,4439,2866622
NZ_CP069487.1,3,81.90886931,4440,2648425
NZ_CP103492.1,13,12.38226437,4143,5354804
NZ_CP025337.1,2,5.83424718,10047,4835517
NZ_AP024304.1,2,10.21541278,7983,2042948
NZ_AP024307.1,2,24.18577943,7984,2041893
NZ_AP024274.1,2,26.81218567,11614,1954551
NZ_CP068058.1,20,3.796704356,6534,2141294
NZ_CP069414.1,3,3.487151514,4359,4835111
NZ_CP009915.1,0,4.688456299,11065,5343114
NZ_CP136439.1,3,6.873177852,8279,4270393
NZ_CP080570.1,20,16.06244734,8433,1588921
NZ_CP012105.1,0,65.67685081,14336,5292526
NZ_CP039760.1,13,10.49675837,30423,2755373
NZ_CP026954.1,2,3.407475522,6318,2834575
NZ_CP079982.1,67,3.279207062,11919,2375477
NZ_CP023880.1,3,4.398510124,10345,5615639
NZ_CP023876.1,3,7.243237691,10343,5616089
NZ_OW993928.1,3,38.25187701,4167,5277742
NZ_CP066634.1,20,6.232147786,4305,2836397
NZ_AP022941.1,3,3.299070892,13310,5355432
NZ_CP118107.1,3,4.566958064,25177,5469185
NZ_CP118111.1,3,10.60158651,12589,5443404
NZ_CP116504.1,93,3.323885667,32673,1932791
NZ_CP116508.1,93,8.088295228,33595,2046262
NZ_AP022940.1,20,3.334443839,17430,5355432
NZ_AP022911.1,20,3.379062065,16483,5203820
NZ_AP022890.1,20,5.770862433,15480,5250560
NZ_CP066285.1,3,3.520890582,5216,4973999
NZ_CP029125.1,3,4.059489501,4096,4891057
NZ_CP075644.1,3,5.449732017,6995,5076702
NZ_CP033770.1,3,7.349959329,6078,3781536
NZ_CP075669.1,3,9.119103541,7087,5442466
NZ_CP017722.1,3,10.11946153,7665,4716739
NZ_CP044113.1,3,10.84044884,4096,6114383
NZ_CP011606.1,3,11.75368964,4310,4976908
NZ_CP103725.1,3,12.20074166,3223,4872858
NZ_CP103682.1,3,12.54304541,4096,4762345
NZ_CP027181.1,3,15.36639772,6078,4093545
NZ_CP065657.1,3,15.71354632,4679,2504445
NZ_CP011607.1,3,17.10039221,4938,4976908
NZ_LR735423.1,3,17.79708071,4615,2480158
NZ_CP031996.1,3,19.56425665,5594,3550511
NZ_CP027187.1,3,20.4912935,6078,4078507
NZ_CP018666.1,3,20.63206277,3223,5424949
NZ_CP069817.1,3,20.90662139,5665,5751896
NZ_CP030192.1,3,21.78916726,4096,4813547
NZ_CP039274.1,3,22.34843958,4096,4905224
NZ_CP075639.1,3,22.36664532,5936,5201011
NZ_CP077410.1,3,22.81833732,3223,4701715
NZ_CP033827.1,3,24.28694246,4096,6089457
NZ_CP084666.1,3,24.91031983,5113,4799940
NZ_CP011604.1,3,25.96407837,3223,4976908
NZ_CP030227.1,3,26.74891858,4096,4739617
NZ_CP055356.1,3,26.85482842,4162,4779902
NZ_CP055408.1,3,27.73454817,4096,4765598
NZ_CP077307.1,3,28.09143777,5594,3795392
NZ_CP038598.1,3,28.14263188,4448,4633429
NZ_CP065746.1,3,29.6572187,5636,4624771
NZ_AP025279.1,3,30.12319685,5220,5078148
NZ_CP058179.1,3,34.603718,4096,4817823
NZ_CP083771.1,3,35.58281509,6352,5245214
NZ_CP055557.1,3,38.91182851,6352,5227551
NZ_CP056352.1,3,40.56980426,8329,5178534
NZ_CP056696.1,3,46.51513233,4096,4870455
NZ_CP039323.1,3,46.57856654,6380,5146753
NZ_CP056367.1,3,48.35259552,7720,5044080
NZ_CP055417.1,3,49.28593768,5585,5868667
NZ_LR890567.1,3,51.63549753,3223,5245542
NZ_CP099321.1,3,52.11973283,4096,4746900
NZ_CP058200.1,3,56.50605379,4783,4485767
NZ_CP055990.1,3,57.33230818,4448,5841500
NZ_CP103686.1,3,64.610981,4096,4763122
NZ_CP029444.1,3,120.431889,3223,5540160
NZ_CP055487.1,3,163.4713147,5585,6330682
NZ_CP020435.1,0,7.705416969,15180,5287334
NZ_CP055524.1,13,50.63002541,4183,5309503
NZ_CP029106.1,0,3.371486158,1546,4688906
NZ_CP027131.1,0,4.3874,1552,5211570
NZ_CP070165.1,0,6.549397608,1549,5081525
NZ_CP030338.1,0,6.660001782,1549,4989783
NZ_CP070003.1,0,8.119481598,1570,5171181
NZ_CP116144.1,0,8.193058138,1551,5018137
NZ_CP069494.1,0,9.547284595,1549,4995060
NZ_CP091671.1,0,9.955901028,1546,5218913
NZ_CP069895.1,0,11.13057902,1552,5002346
NZ_CP116135.1,0,11.25133971,1551,5018128
NZ_CP055133.1,0,12.36577422,1538,4566993
NZ_LR890409.1,0,12.51646352,1552,5183046
NZ_CP091715.1,0,12.864976,1552,5042053
NZ_CP056966.1,0,13.33613057,1553,4690654
NZ_OX637967.1,0,13.81027309,1552,5185826
NZ_CP068092.1,0,14.44172838,1549,4412414
NZ_CP054235.1,0,14.83756862,1551,4996527
NZ_CP057482.1,0,14.92078203,1552,4572288
NZ_LR130547.1,0,15.65006945,1545,5147585
NZ_CP116187.1,0,17.03125113,1552,4974899
NZ_CP069466.1,0,17.16556318,1582,5048777
NZ_CP056919.1,0,17.73662904,1551,4600545
NZ_CP116151.1,0,18.41648859,1552,5029720
NZ_CP050988.1,0,18.56099909,1549,4751732
NZ_CP057108.1,0,18.7499093,1552,4737856
NZ_OW968115.1,0,19.02589123,1552,4783841
NZ_CP056973.1,0,19.46327923,1553,4690654
NZ_CP056939.1,0,19.61323214,1551,4542590
NZ_CP057242.1,0,19.94242956,1551,4619408
NZ_CP057098.1,0,19.96471725,1553,4730551
NZ_CP124435.1,0,20.36359058,1549,4974345
NZ_CP057921.1,0,20.4088614,1551,4599592
NC_018652.1,0,21.30794207,1549,5253138
NZ_LR890470.1,0,22.29095399,1552,5173732
NZ_CP069934.1,0,22.99268859,1549,4986352
NZ_CP100492.1,0,24.09431669,1549,5095622
NZ_CP085068.1,0,24.35506155,1553,5190359
NZ_LR890306.1,0,24.40803973,1552,5173861
NZ_CP056954.1,0,24.70627666,1551,4600543
NZ_LR890333.1,0,25.17466356,1552,5200778
NZ_LR890697.1,0,25.94613083,1549,5061196
NZ_CP099363.1,0,26.58812375,1552,4727989
NZ_CP135962.1,0,26.83825368,1552,4735863
NZ_CP103632.1,0,27.27398503,1601,4859834
NZ_LR898873.1,0,27.41371939,1552,4557302
NZ_CP055607.1,0,28.11144788,1552,4565833
NC_018663.1,0,28.46759005,1549,5312586
NZ_CP055867.1,0,28.67988192,1552,4727977
NZ_CP023901.1,0,28.94820035,1552,4711093
NZ_LR890341.1,0,29.46940626,1552,5121811
NZ_CP055857.1,0,29.78518845,1552,4727976
NZ_CP038329.1,0,30.2781142,1538,5607499
NZ_CP055140.1,0,30.61386134,1549,4674361
NZ_CP055126.1,0,31.19491123,2783,4733599
NZ_CP058688.1,0,32.88173414,2784,5705580
NZ_CP103604.1,0,33.34897671,1551,4737400
NZ_CP055879.1,0,33.58147574,1552,4727562
NZ_CP082066.1,0,34.17085682,1564,5043071
